Series Number,Filename,Name,Description,Gender,Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strrength. Weakness,UUID,sha256
207,Daniel-the-hustler,Daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet,male,,bfb632e4-59ca-11ed-9b6a-0242ac120002,80c2f0e3dec0153b6d3a60d5d089fc1e64936fc53f13859980e5bc11e554a783
208,Grandma-Nanny,Grandma Nanny,A grandmother that does nothing but sleeps all day,female,,bfb63406-59ca-11ed-9b6a-0242ac120002,00864c97a0071513f74c567293d35c9984d97b67c8f52b2626472303eab95d0e
209,Granpa-Willy,Granpa Willy,A grandfather that drinks beer and reads newspaper all day,male,,bfb6380c-59ca-11ed-9b6a-0242ac120002,710b95a9a0e8fdd3717b9b9ba8f7527bf867f53245bca627210f2697a244ffca
210,Joshua-gang-leader,Joshua gang leader,A boy born to ritualist parents and now runs his own gang,male,,bfb63956-59ca-11ed-9b6a-0242ac120002,d4aee859d4ed29bb3caa064f4c0896a67d00dfe4274f94e7522d26d700f98bd8
211,Karashika-queen,Karashika queen,A woman of the underworld that influences rich men into giving up their money,female,,bfb63a8c-59ca-11ed-9b6a-0242ac120002,4184747250b93efe29bed930c37fe1c0380aad44cd175b54e50ef5eea530bbd0
212,King-of-baldmen,King of baldmen,A man that was born bald and has never seen a hair on his head,male,,bfb63c62-59ca-11ed-9b6a-0242ac120002,491fd0e559a1a2acecd9bbec7c259d27b40a5dde2becd1e0231d1b3deb1ee308
213,Musa-masked-mouth,Musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much,male,,bfb63db6-59ca-11ed-9b6a-0242ac120002,74d047bc5c906373efcba6f56eeb16d31229c2f65e53f1bd08d29fafe437b0cf
214,Queen-of-smokers,Queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking,female,,bfb63ee2-59ca-11ed-9b6a-0242ac120002,b172bbb21eafaf3409592b8c16301c6c5cdf877502f2aeea2bb02c8ecb2ca383
215,Redlips-man,Redlips man,A man that kissed a woman and got his lips burnt,male,,bfb64004-59ca-11ed-9b6a-0242ac120002,cd50879306559d527ad1d5f5c720376328b68cfac60b8bb807b019e0543f4f6e
216,Sleevless-maid,Sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing,female,,bfb64338-59ca-11ed-9b6a-0242ac120002,e18c9066b68a8b42b444d6d27a24a8195e146559491233e28273fc69959ef792
217,Stephen-bluecap,Stephen bluecap,Stephen always wears blue cap even to the church,male,,bfb6446e-59ca-11ed-9b6a-0242ac120002,70efdf650bb838d7edf3547c61959d870195719e7d0e4214552a20fcb6087c1f
218,Tinubu-gateman,Tinubu gateman,Tinubu has been a gateman all his life. He was born to a gateman and his child will be a gateman,male,,bfb645a4-59ca-11ed-9b6a-0242ac120002,c0f95452ccb1d651542db43a46ae08ed32ed38ec26a8a9756689cf3c3573a59e
219,Vampire-girl,Vampire girl,She dresses up as a vampire every haloween,female,,bfb64752-59ca-11ed-9b6a-0242ac120002,f0cf134d425831cfb057c2ea6e33d74827cae354e8a44cdc8f3f6d6e3b5cdc91
220,Yusuf-the-smoker,Yusuf the smoker,A chronic smoker with damaged lungs,male,,bfb648d8-59ca-11ed-9b6a-0242ac120002,ad4a32edf60b183a940c59307358d74c1c5921ea59c2721aa77812539a9914f9
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM TAPE,,,,,,
221,hng-newbie,hng newbie,A confused hng participant that cannot understand her project,Female,,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,f6af0959a54619e25de7969892587f1e28cc17a622ec98978e0409b0b1193aa6
222,nene-caroline,nene caroline,A housewife that loves taking care of her family,Female,,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,be38a306009fca360c952b9d9ff25b26b2bbcad3f2f42221c56df07a25b9960c
223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties,Female,,77237cce-bae0-4d60-adad-27055f0eed39,695332622551cb0fd9f57e0ea9083a69c8c0f437bde2195f5300d56b78626ab7
224,melanin-janet,melanin janet,A young lady with a soft personality,Female,,a5a2854e-a850-4b15-b3c3-176a79b2d34b,794475c46dea48b04b939252abef2e1791976efaaaa0393d7b02cc49f446e878
225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee,Female,,7ec03993-f500-4a41-aa3c-a73df7a0fbed,e76482fd3a7ffed7143e48e7074a0298a3a0e0a7dbbb484ffd5fc8df51ba521b
226,novice-joane,novice joane,A princess worried about finding true love,Female,,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,5da2f18db9be69f030cbea901e3ae6cc4082d3bd59cc1c79b8ae0b0b53293ea4
227,goofy-simbi,goofy simbi,An eccentric teenager that loves music,Female,,df7dc588-f99c-4592-84f6-08b40047d9d1,82d290b668afb76a05b1dea215cd34b09729c00b51eb435e3f49bb73a01c21b0
228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert,Female,,d1e8b38b-994b-487c-890b-9034d3ab7dcb,2d5c78e70f3eaed5fb095e67b3775b71a2e6595c28a46f9b182c871628e47c1b
229,aunty-toyin,aunty toyin,An oversabi family member,Female,,1326ef4b-224a-497e-9452-e63a4486e387,760940caf510af749e614e57165215721a72ee3dd2f4bf2fa8fec442d1e80016
230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage,Female,,7c771f82-a512-403c-91b9-6736318a8796,400bb835ec4b8253e7b2bc1b52ac27e9b9b509fa42ec60d549b16f8eb0c61d23
231,chimamanda-enugu,chimamanda enugu,a young lady born during the war,Female,,eaad5c98-3f85-4480-9c4e-b73340cfba4f,a430ccfcd91ef527dd9b253829d2e7b2da9d469ddaba0b9bb0de11f217ed8b29
232,kente-solape,kente solape,a respectful and diligent princess,Female,,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,966c35ccf3ae2a1b31886fa3fe11a78c3d911f17052ac8dcff6326c5338c3a3d
233,vamp-karishika,vamp karishika,Queen of the darkness,Female,,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,d51a8f9b97d0107566bbff9df0a08dc4e551416c9e23d332f28d7bacc15cc486
234,genz-monique,genz monique,A sassy lady with her own vibe,Female,,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,bafdb22127f75184cc9ea6c9b5bbd66f4f942cd731ce6818ec0291c518f7e502
235,femi-boltz,femi boltz,A driver hustling his way through life,Male,,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,30aea296c5ac47ef36fd74400dd71d9ef2fcecf7ac0b20be4a61566b130556d2
236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill,Male,,403f28a0-6aa7-4f80-997f-b0982c169baa,1cdf6a81340fe28c47bc8ea1d2c3b12447d04dc6673d48ed00cad59da83745d3
237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money,Male,,9d945d79-dd2d-4755-b9c7-bff837be8557,13e1fa2a0c0b803315c8de3fcd74d29dafd5ae7d9d21e9af9fa7adffe30d2fce
238,nandi-zulu,nandi zulu,A fierce African Queen,Female,,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,232cb1d767b33b496ff1be6a4350e6e9c6d4e7d8a8bdbcb27fde467b5492e908
239,ade-demon,ade demon,A lekki playboy that makes money from crypto,Male,,0be2d50b-3e57-4e39-a199-b211d2be860c,5b8d5d6cc8551e0079a7a61112d1a860ebd707cfe7a699020e96d244f559a95b
240,karim-rapper,karim rapper,A young and proud Lagos rapper,Male,,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,d7c126ffa0fc8b5fb7d89b566c2120804d1e30b89065453a0591e1cd58a2d12d
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM AXLE,,,,,,
241,bobo-alinco,bobo alinco,Alinco always in the mood for play,male,hair colour: dark brown,ede853c4-5abd-11ed-9b6a-0242ac120002,63facad8020b5df8576d8700e567040f3c93c0eab3fb22816676b9c2d389a2b9
242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family",female,,ede85964-5abd-11ed-9b6a-0242ac120002,91d65c6065323cde591aa2b9c3e040bfc3ab68a1c72347c30c8cd2fef086dda0
243,uju-robo-robo,uju robo robo,An aso-oke business woman at balogun market,female,"accessories: ankara beret,",ede85f90-5abd-11ed-9b6a-0242ac120002,7885fb84ad942426b231b70910b74067590e71f546ad99d3f57e65a610e2b06b
244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK,female,"accessories: tobaco pipe,",ede861b6-5abd-11ed-9b6a-0242ac120002,a8dfcd5f525f892fd067181b705f3a28502284e5f90be5000d6efcaddaa96967
245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil,female,,ede865da-5abd-11ed-9b6a-0242ac120002,d3bb55737d6bc11d69b84c72e369584a882f43acc27b7b803cae5837d53c8846
246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn,female,,ede86800-5abd-11ed-9b6a-0242ac120002,b25e673059589f1a4c7cce239d46e0d5287b4da9005d4e9e346f3bc388259705
247,nonso-malay,nonso malay,"Man on the move. It is either ego, or money my bloder",male,,ede86a12-5abd-11ed-9b6a-0242ac120002,e8f53a18cb71f901b3d18774af66b9498ddaf6cd8dc12d1b434b6d71a6bd906a
248,saro-texaco,saro texaco,An oil tycoon who dominates,male,accessories: cap,ede86c2e-5abd-11ed-9b6a-0242ac120002,f0b73d65e80f1e8ffaa607b1494962332c405c30498036e88c5bd9a162a2b3a2
249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence,male,accessories: cap,ede86e22-5abd-11ed-9b6a-0242ac120002,91f63a0e0f26087ae90baadd895e93fe165861ab4d62218b50d6c04ad6e6b530
250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life,male,accessories: cap,ede86fbc-5abd-11ed-9b6a-0242ac120002,6ace91b0539e5d4b85788a985508767b90abb538cfe8e0ed3ed0af674227f125
251,osaz-benz,osaz benz,an Internet fraudster who hails from Edo state,male,teeth: gold,ede87fca-5abd-11ed-9b6a-0242ac120002,c4dafba8f7495e9f89b90103a1fb89feb1d9b0e4064dc34c95d0a059f7dade68
252,kareem-kasanova,kareem kasanova,Abuja big boy who knows he can get any lady he wants,male,accessories : cap,ede8820e-5abd-11ed-9b6a-0242ac120002,121f95d6276682a514416378f2986b4c032216f4c280cf1a1069c41653b65181
253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo,male,accessories: cap,ede883c6-5abd-11ed-9b6a-0242ac120002,8dc027aec9fd7bd4dd540e852ba95557a489867e64ad13f8af82ee5954a70161
254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china,male,accessories: cap,ede885f6-5abd-11ed-9b6a-0242ac120002,32dd17cd1d09274eeb0ecd3c524d0b70cdc3cba01d385c5a9c9cd3adc6af6efe
255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan,male,accessories: cap,ede88808-5abd-11ed-9b6a-0242ac120002,a02863b8ded8e18c6aadaba6f31191037b9789d12715a1a797b5632a3d913cae
256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state,male,"teeth: gold, accessories: cap",ede889fc-5abd-11ed-9b6a-0242ac120002,b647cda7dda0c525809f1874af235499e1c92b2a48166ecf0ae54b425c240ebd
257,koffi-banku,koffi banku,E be Charlie wey no dey use en stomach play,male,,ede88c2c-5abd-11ed-9b6a-0242ac120002,25df0bad2e28a28fa77dcdb1792c849322b42c853e3a98ad4373b79ebddb4a44
258,alhaji-bello,alhaji bello,Rich hausa business mongul controlling half of cow production in Nigeria,male,teeth: gold accessories: cap,ede88efc-5abd-11ed-9b6a-0242ac120002,8a0850fdc2ffdd4f611b3ba8a7330b515ac618a4138b2e389e03f8a8ccade5de
259,toju-mafejopami,toju mafejopami,Toju is a street hustler wey no like stress,male,"teeth: gold, accessories: cap",ede895d2-5abd-11ed-9b6a-0242ac120002,7668326d22fe3b6d5f14247f577d730fffa42a1163f698407a44a95944e68189
260,femi-maserati,femi maserati,"Rich kid who resides in lekki, known by everybody because he drives a Maserati",male,accessories: cap,ede89802-5abd-11ed-9b6a-0242ac120002,57cbc2ffd54c597cd1d01ba530e2613d240863062a599ee4a9c03ddefbcd8d8a
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM POWERDRILL,,,,,,
261,Paul-the-comedian,Paul the comedian,Paul trying hard to make everyone laugh so hard and fall off the chair,Male,"hair:black, eyes: glasses, Teeth: none, clothing: Black and yellow V neck, Expression: cool, Strength: Trustworthiness, Weakness: slow",f8112915-64ca-41e5-9ca4-5b60c47d7a01,aa712a51dee16bb778632495fee589c3802d53ce206c91f8b0e55e9d97e5149e
262,Amina-lagos-housewife,Amina lagos housewife,Amina is always showing the rich housewife vibes,Female,"hair:red, eyes: blue, Teeth: none, clothing: blue and yellow ankara, Expression: straight face, Strength: Fashionista, weakness: exorbitant",5612f542-d85e-4a2c-8661-20553dfd07bf,d3d324a261202953d376ff9475686a5741c8a2b2299080fe236bbf5fb0638380
263,Kiekie-the-asoebibella,Kiekie the asoebibella,Kiekie is classfied as the life of the party,Female,"hair:purple, eyes: grey, Teeth: none, clothing: blue and yellow ankara, Expression: smile, Strength: helpful ",097014d5-0ef3-46f5-9a9b-5c01f70114b3,3b148d6463310ca312db8ae7f20c66a344e08ffc1bfd9c59612e5aa24e770726
264,Kunle-the-hunter,Kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye,Male,"hair:black, eyes: blue, Teeth: none, clothing: one handed yellow ankara, Expression: smile, Strength: Fast, Weakness: cannot speak english",b0310fc2-4bed-48e5-abfc-566c964786d7,d487569a7dc6fedc4466a2262614d27f86e796e419e82d4bba7f59c36116c7ba
265,Amara-the-hairstylist,Amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,"hair:purple, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: multitasker, Weakness: unfriendly",412345b9-7e04-4102-af7c-5458721ac64d,653306828762d3853ad3b487c04ab7aec93ca5c591efa9cea93b0b1c2fc65407
266,Mary-nail-technician,Mary nail technician,Mary makes magic with her press-on nails,Female,"hair:red, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hustler, Weakness: uncoordinated",17ea9c3b-c90f-4023-84d6-d563c098b030,3f516bdcf9f39acc1c26c5e5738272ad17bde04cf74a8d1e8cca37e32d303b24
267,Odogwu-oil-contractor,Odogwu oil contractor,"From Malaysia to Kaduna, Odogwu's oil is known.",Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: brown and gold guniea, Expression: none, Strength: hustler, Weakness: Taking criticism.",b503bbfb-f972-4d4a-9352-e9dfe6671d36,74f1b037ab16d23bc681ad999b421ff5d8bd21a0eeac4e8a94dd0e3717d282e7
268,Simisola-the-kenteprincess,Simisola the kenteprincess,Simisola rocks kente even in swim outfits,Female,"hair:brown, eyes: blue, Teeth: none, clothing: multicolour yellow kente, Expression: smiling, Strength: Patience, Weakness: Self-criticism",45843017-b421-4413-8e35-7a6ef073f2b9,bf2695f412f142508229aadc6197bb57b083d483d551be89ebce2152a75d2479
269,Mariam-beauty-queen,Mariam beauty queen,Beauty is a fairy tale where Mariam appears.,Female,"hair:orange, eyes: grey, Teeth: none, clothing: multicolour yellow kente, Expression: straight face, Strength: Disciplined, Weakness: Inability to delegate",b7d96d97-84c2-485f-b60e-e4e86c4d3b34,fc643ca600ded2db3fc1abaeff3887897c479bde1bc8e261ce2926bd1f3464de
270,Obinna-the-musician,Obinna the musician,Obinna might never be an a-list artist,Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: red v-neck ankara, Expression: none, Strength: delegation, Weakness: Lack of experience",afdb0299-327c-46b2-9262-faf90f0fcd12,e8f3571fbef069a7d62b86393ead191956a32a283ef628c28d1de18ba2c8b18d
271,Sandra-the-shybaby,Sandra the shybaby,Sandra is too shy at parties,Female,"hair:orange, eyes: blue, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Friendly, Weakness: Shyness",bfed40a8-74f7-4ada-ae18-975130247efa,4574351628d25555ea43f5bbb6531a6afb90b98f98a3618c5da0f4c3e5776f61
272,Chiamaka-the-dancer,Chiamaka the dancer,Chiamaka dances so well and earned the Guinness world record.,Female,"hair:black, eyes: grey, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Creativity, Weakness: Lack of confidence",43c49497-8d7b-42ef-bb29-769f6c3b0ada,eabd5ee933f40ce3c22f88ac7b7b768a454367b0983fe85a3c6dbb1aebd3cc30
273,Mensah-fashion-icon,Mensah fashion icon,Mensah outfits are always giving us Christopher Hemsworth vibes.,Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: Gold with kente, Expression: none, Strength: Public speaking, Weakness: Lack of experience",87ada09b-38ac-475c-8d46-18680c2dc795,9bdec48e55350709b095951d4c4d39f1e0695ad5e4c2def01ae8081d67400ed4
274,Lucy-the-fumigator,Lucy the fumigator,Lucy is nicknamed the pest hilter,Female,"hair:red, eyes: blue, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Determination, Weakness: Self-criticism",c7269d44-aab3-41e7-a54f-18a14f575a6b,da1cb637e46b9c7ecd733f27fd38aeca4bed4a255222e2f752f8e3f4acbc3a07
275,Nneka-wedding-planner,Nneka wedding planner,Nneka plans the best weddings with great details.,Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hard worker, Weakness:Analytical skills",31ac6b7a-e378-4dc3-999d-b9e8d8473f99,1b7a82eb6181a6325dc44aec44aa0eb8dac34d8305433a5822f6cda1ebe47def
276,Shakira-the-gangster,Shakira the gangster,Shakira is the most feared criminal.,Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: gold and brown, Expression: none, Strength: Intentional, Weakness: Rash in decisin making",dbdc1351-aa07-46e2-935f-2db071b1b23d,c11372eb105584bce271e27caee2d0c24ced99c646b04a8f8246f57160882c65
277,Lola-afropopping-princess,Lola afropopping princess,Lola licks lollipops like an afropop queen,Female,"hair:brown afro, eyes: closed, Teeth: none, clothing: black ankara, Expression: none, Strength: great communicator, Weakness:writing",2f5cadae-e423-4478-8220-37b3ac144169,09d65cbb14c13a329d3dc764d2f4eaf1d90cacab6936107ebae8fb892b6b0572
278,Sharon-walking-dead,Sharon walking dead,When tired Sharon walks like the dead,Female,"hair:dark brown, eyes: closed, Teeth: open teeth, clothing: blue ankara, Expression: loud, Strength: people skills, Weakness:Empathy",1fc37341-7dd1-480c-a01b-a63bee0a2230,3df984902586f55284fc6d56a31d8b0b83867d8c4157185bf51460ca9205ac3e
279,Olivia-great-teacher,Olivia great teacher,Students enjoys Olivia's classes,Female,"hair:dark brown, eyes: closed, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Empathy, Weakness: Computer literacy.",cfc4419e-bd46-40f6-9654-632ac1138ff1,7c9027d2e4337a50d0006fb6a0970f0169db3a5eeacdfed54fd004e0210f2459
280,Nicole-sleep-warrior,Nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,"hair:black, eyes: closed, Teeth: none, clothing: multicolour ankara with red base, Expression: none, Strength: Empathy, Weakness: Computer literacy.",710ae821-4603-4124-bd60-a33b515b3b8d,cf29710d308efc402040cfacb3145c6f6965f2f84d95b251bc0998484abac6e6
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM HYDRAULICS,,,,,,
281,Busola-the-shakara,Busola the shakara,She is a fashion icon that loves luxurious items.,Female,Hair: Brown Eyes: Shades Teeth: Closed Clothing: Yellow and blue Ankara Accessories: Shades Expression: Passive Strength: Confident Weakness: Over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,8c92ec5406bf7c5ba79da34e28b7f3d6239caaa2ec34b8cdda683057f768428c
282,Bella-the-artist,Bella the artist,A lady that host a fashion week show,Female,Hair: Blond Eyes: Shades Teeth: Closed Clothing: Black and yellow Ankara Accessories: Shades Expression: Straight-face Strength: Creativity Weakness: Perfectionist,48772412-dacb-4984-9e82-8d24fe101265,5770c7ab1451866dd98151b37ed5d7cb0da0fbf313b983b8d742541628592b76
283,Queen-the-extrovert,Queen the extrovert,A woman who enjoys being high all the time,Female,"Hair: Brown Eyes: Shades Teeth: Closed Clothing: Multi-colored Ankara Accessories: Shades, smoking pipe Expression: Sassy Strength: Self-assured Weakness: Conceited ",1712532a-20d9-4ccb-8582-bffd76c9fb67,d8151f013d09280415a1d35e6c367112f83827a9be07ee3d4883c1b4ed74107e
284,Mary-toxic-lady,Mary toxic lady,A lady who's toxic around people,Female,Hair: Two buns Eyes: Shades Teeth: White Clothing: Animal prints Accessories: Shades Expression: Angry Strength: Bully Weakness: Insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,bbf66b0d16ac7da63c58b03dc3a691887f0295057db559ca4966894d679bda3b
285,Elizabeth-the-richkid,Elizabeth the richkid,A university undergraduate from a rich background,Male,Hair: Blond Eyes: Shades Teeth: Closed Clothing: Blacktop Accessories: Shades Expression: Straight-face Strength: Wealth Weakness: Lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,96a0d947a42bfd0b17dcd1ea1c1258579274bff675d1ae97a828fb697b22cd56
286,Larry-the-westerner,Larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,"Hair: Covered Eyes: White Teeth: Closed Clothing: Purple and yellow Agbada Accessories: Cap, smoking pipe Expression: Passive Strength: Likes to be in control Weakness: Lazy",d4984fa6-dabf-409f-839f-76742ec71500,d7f53007b64bfaa0792595799bf493cef6ab46af75395494be63c23d61faac2b
287,Danjuma-the-shocked,Danjuma the shocked,A pensioneer who got told his bank is on distress,Male,Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,041130199fc74afe996efd71dbd7f250e6c24a06a2bbbd57723d2fca28b3e2a9
288,Yomi-the-fashionista,Yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,953abaa59c0db4c34b15feda3126cffbcc2d7f51273da65d04097f140ca09038
289,Ibu-the-importer,Ibu the importer,A rich igbo trader who imports goods in onitsha market,Male,Hair: Covered Eyes: Light blue Teeth: White and a gold tooth Clothing: Isi-agu Accessories: Cap Expression: Straight-face Strength: Wealth Weakness: Irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,f9ccd3feb5d2c55d7464fa61f7b50c257653041e46cb3596e772e55eb00f4bb1
290,Massa-the-ghanian,Massa the ghanian,A rich Ghanian trader.,Male,Hair: Covered Eyes: Closed Teeth: White Clothing: Akan Accessories: Cap Expression: Happy Strength: Wealth Weakness: Irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,a730b9a475cd0f5214d6501d101af67af860181b136de2f8113bfdf5ef185381
291,James-the-musician,James the musician,A yoruba juju artist,Male,Hair: Covered Eyes: Closed Teeth: White Clothing: Ghanian agbada Accessories: Cap Expression: Happy Strength: Wealth Weakness: Irrational,0d4ad447-3836-47cd-8387-066b200cda01,4dfe623f8f197d18a157ac690a4dca3ff60cddcbd859d720016e27a239fb94f4
292,Gbenga-titled-man,Gbenga titled man,A yoruba chief who is also a car dealer,Male,,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,e4791f252fe73c70e2c704a0172b31186bd55afa3d923b10d1f54164c3e881ad
293,Abaga-the-rapper,Abaga the rapper,A flashy millionaire and a music rapper,Male,,c428411c-5a06-4b74-bd17-e53b76f9fc6c,b76009e9934542d6abb02243d3007347a064e0b0f8a77732741a3a0c5b721060
294,Izuchukwu-the-fisherman,Izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,,15e1caf2-06b3-45d8-9b35-f95965b64e34,2761995f304e56de24f99e37f87942b72c09171abcaa619d9c54756453606b73
295,Mark-the-philanthropist,Mark the philanthropist,A London based philantropist.,Male,,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,ffdcae52a75c89e9b9a4fc1b97c49106a5985412da9452b49432b40dd7fab596
296,Desmond-the-politician,Desmond the politician,A young politician who just became a minister,Male,,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,dae78b3169287d0aee9a8793e2b10dbb362e87c7dd0bec9ede2624ae158e1152
297,Okoro-the-bachelor,Okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,,e441439d-49a3-41eb-bf9d-3c7f98c268bf,fad24d46709c84873c9bed8c88406c8520161ad09a96a2d5219791d3e1da3b4e
298,Saro-the-clothemaker,Saro the clothemaker,The yoruba man that stole the king's wife.,Male,,7e10af4e-1252-4f96-83a8-78411e152bae,d8078aae9212c062c1a26fdf20ba5c4019fbd6e593f7e298c477c6ff6fbb30f2
299,Kalu-the-ichie,Kalu the ichie,A man of wealth with afluence spreading all over the east,Male,,482ab247-73a4-4ff8-9172-732f3d0729b8,83e4b49b449966fb0a1cb61a4996426c1b1e40a84b018a5f934219749968fb32
300,Tamuno-the-prince,Tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,,108447d1-f2d5-4816-8ebb-599286c3fabf,e69dfaa5fd3a5b9b2b50c23abf439eaff62c3cad04decaefa72f03df1ffa8679
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM SCALE,,,,,,
301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,,587645e2-5ace-11ed-9b6a-0242ac120002,8b6ff69aee6f0a06888e87708c06dd4967a32397a6a35590b9c05a58c8e111ce
302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,,58764862-5ace-11ed-9b6a-0242ac120002,0af33e340763ae61d2150e042c11fb7b09b452b17f18e032908ca1f44bdca108
303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,,58764a2e-5ace-11ed-9b6a-0242ac120002,e644400c1b2aaf200245a8be91b3569f1290c8dade576be2e64b1bc76399395f
304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,,58764b78-5ace-11ed-9b6a-0242ac120002,90804e51a3781fd0f1b9322300a02a1e1fd9820ff99bb5ac75bdf818711c4af6
305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,,58764d8a-5ace-11ed-9b6a-0242ac120002,ca43addb6574d971341f38681c0d218a3ba351a3a8049838085b87cdf1b59e42
306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,,58764ea2-5ace-11ed-9b6a-0242ac120002,c78e7605ae96ba11bb6c1685fd0be756e439937bf2c15fa7e2f79081604e1506
307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,,58764fd8-5ace-11ed-9b6a-0242ac120002,486f8271cd531c5c602de0f30ec33b70165e5e9ebd33dc24726c019deb28a95e
308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique ndecorations for her mansion in idi-iroko,Female,,5876542e-5ace-11ed-9b6a-0242ac120002,12482fa23523669d9b44bce804219e601873a2a1df524972f1b0fefb025e43a7
309,asante-the -warrior,asante the warrior,Asante came from along line of warriors in Ghana,Female,,58765578-5ace-11ed-9b6a-0242ac120002,456e8402e05c760201b69d976b186d68ffd4c9cc7a13466ebeab9bdf3c60756e
